discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
Cycling Track,tokyo-2020,Women's Madison,Women,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/gulnaz-badykova,Gulnaz BADYKOVA,ROC,ROC,ROC
Cycling Track,tokyo-2020,Women's Madison,Women,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/mariia-novolodskaia,Mariia NOVOLODSKAIA,ROC,ROC,ROC
Badminton,tokyo-2020,Men's Doubles,Men,GOLD,GameTeam,LEE Yang/WANG Chi-Lin,https://olympics.com/en/athletes/yang-lee,Yang LEE,Chinese Taipei,TW,TPE
Badminton,tokyo-2020,Men's Doubles,Men,GOLD,GameTeam,LEE Yang/WANG Chi-Lin,https://olympics.com/en/athletes/chi-lin-wang,Chi-Lin WANG,Chinese Taipei,TW,TPE
Badminton,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,LI Jun Hui/LIU Yu Chen,https://olympics.com/en/athletes/jun-hui-li,Jun Hui LI,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,LI Jun Hui/LIU Yu Chen,https://olympics.com/en/athletes/yu-chen-liu,Yu Chen LIU,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,CHIA Aaron/SOH Wooi Yik,https://olympics.com/en/athletes/aaron-chia,Aaron CHIA,Malaysia,MY,MAS
Badminton,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,CHIA Aaron/SOH Wooi Yik,https://olympics.com/en/athletes/wooi-yik-soh,Wooi Yik SOH,Malaysia,MY,MAS
Badminton,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,POLII Greysia/RAHAYU Apriyani,https://olympics.com/en/athletes/greysia-polii,Greysia POLII,Indonesia,ID,INA
Badminton,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,POLII Greysia/RAHAYU Apriyani,https://olympics.com/en/athletes/apriyani-rahayu,Apriyani RAHAYU,Indonesia,ID,INA
Badminton,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,CHEN Qing Chen/JIA Yi Fan,https://olympics.com/en/athletes/qing-chen-chen,Qing Chen CHEN,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,CHEN Qing Chen/JIA Yi Fan,https://olympics.com/en/athletes/yi-fan-jia,Yi Fan JIA,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Women's Doubles,Women,BRONZE,GameTeam,KIM Soyeong/KONG Heeyong,https://olympics.com/en/athletes/soyeong-kim,Soyeong KIM,Republic of Korea,KR,KOR
Badminton,tokyo-2020,Women's Doubles,Women,BRONZE,GameTeam,KIM Soyeong/KONG Heeyong,https://olympics.com/en/athletes/heeyong-kong,Heeyong KONG,Republic of Korea,KR,KOR
Badminton,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,WANG Yi Lyu/HUANG Dong Ping,https://olympics.com/en/athletes/yi-lyu-wang,Yi Lyu WANG,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,WANG Yi Lyu/HUANG Dong Ping,https://olympics.com/en/athletes/dong-ping-huang,Dong Ping HUANG,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,ZHENG Si Wei/HUANG Ya Qiong,https://olympics.com/en/athletes/si-wei-zheng,Si Wei ZHENG,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,ZHENG Si Wei/HUANG Ya Qiong,https://olympics.com/en/athletes/ya-qiong-huang,Ya Qiong HUANG,People's Republic of China,CN,CHN
Badminton,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,WATANABE Yuta/HIGASHINO Arisa,https://olympics.com/en/athletes/yuta-watanabe,Yuta WATANABE,Japan,JP,JPN
Badminton,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,WATANABE Yuta/HIGASHINO Arisa,https://olympics.com/en/athletes/arisa-higashino,Arisa HIGASHINO,Japan,JP,JPN
Tennis,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,Pavlyuchenkova / Rublev,https://olympics.com/en/athletes/anastasia-pavlyuchenkova,Anastasia PAVLYUCHENKOVA,ROC,ROC,ROC
Tennis,tokyo-2020,Mixed Doubles,Mixed,GOLD,GameTeam,Pavlyuchenkova / Rublev,https://olympics.com/en/athletes/andrey-rublev,Andrey Rublev,ROC,ROC,ROC
Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,Vesnina / Karatsev,https://olympics.com/en/athletes/elena-vesnina,Elena VESNINA,ROC,ROC,ROC
Tennis,tokyo-2020,Mixed Doubles,Mixed,SILVER,GameTeam,Vesnina / Karatsev,https://olympics.com/en/athletes/aslan-karatsev,Aslan KARATSEV,ROC,ROC,ROC
Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,Barty / Peers,https://olympics.com/en/athletes/ashleigh-barty,Ashleigh BARTY,Australia,AU,AUS
Tennis,tokyo-2020,Mixed Doubles,Mixed,BRONZE,GameTeam,Barty / Peers,https://olympics.com/en/athletes/john-peers,John PEERS,Australia,AU,AUS
Tennis,tokyo-2020,Men's Doubles,Men,GOLD,GameTeam,Mektic / Pavic,https://olympics.com/en/athletes/nikola-mektic,Nikola MEKTIC,Croatia,HR,CRO
Tennis,tokyo-2020,Men's Doubles,Men,GOLD,GameTeam,Mektic / Pavic,https://olympics.com/en/athletes/mate-pavic,Mate PAVIC,Croatia,HR,CRO
Tennis,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,Cilic / Dodig,https://olympics.com/en/athletes/marin-cilic,Marin CILIC,Croatia,HR,CRO
Tennis,tokyo-2020,Men's Doubles,Men,SILVER,GameTeam,Cilic / Dodig,https://olympics.com/en/athletes/ivan-dodig,Ivan DODIG,Croatia,HR,CRO
Tennis,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,Daniell / Venus,https://olympics.com/en/athletes/marcus-daniell,Marcus DANIELL,New Zealand,NZ,NZL
Tennis,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,Daniell / Venus,https://olympics.com/en/athletes/michael-venus,Michael VENUS,New Zealand,NZ,NZL
Tennis,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,Krejcikova / Siniakova,https://olympics.com/en/athletes/barbora-krejcikova,Barbora KREJCIKOVA,Czech Republic,CZ,CZE
Tennis,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,Krejcikova / Siniakova,https://olympics.com/en/athletes/katerina-siniakova,Katerina SINIAKOVA,Czech Republic,CZ,CZE
Tennis,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,Bencic / Golubic,https://olympics.com/en/athletes/belinda-bencic,Belinda BENCIC,Switzerland,CH,SUI
Tennis,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,Bencic / Golubic,https://olympics.com/en/athletes/viktorija-golubic,Viktorija GOLUBIC,Switzerland,CH,SUI
Tennis,tokyo-2020,Women's Doubles,Women,BRONZE,GameTeam,Pigossi / Stefani,https://olympics.com/en/athletes/laura-pigossi,Laura PIGOSSI,Brazil,BR,BRA
Tennis,tokyo-2020,Women's Doubles,Women,BRONZE,GameTeam,Pigossi / Stefani,https://olympics.com/en/athletes/luisa-veras-stefani,Luisa VERAS STEFANI,Brazil,BR,BRA
Archery,tokyo-2020,Mixed Team,Mixed,GOLD,GameTeam,Republic of Korea,https://olympics.com/en/athletes/san-an,San AN,Republic of Korea,KR,KOR
Archery,tokyo-2020,Mixed Team,Mixed,GOLD,GameTeam,Republic of Korea,https://olympics.com/en/athletes/je-deok-kim,Je Deok KIM,Republic of Korea,KR,KOR
Archery,tokyo-2020,Mixed Team,Mixed,SILVER,GameTeam,Netherlands,https://olympics.com/en/athletes/gabriela-bayardo,Gabriela BAYARDO,Netherlands,NL,NED
Archery,tokyo-2020,Mixed Team,Mixed,SILVER,GameTeam,Netherlands,https://olympics.com/en/athletes/steve-wijler,Steve WIJLER,Netherlands,NL,NED
Archery,tokyo-2020,Mixed Team,Mixed,BRONZE,GameTeam,Mexico,https://olympics.com/en/athletes/alejandra-valencia,Alejandra VALENCIA,Mexico,MX,MEX
Archery,tokyo-2020,Mixed Team,Mixed,BRONZE,GameTeam,Mexico,https://olympics.com/en/athletes/luis-alvarez,Luis ALVAREZ,Mexico,MX,MEX
Sailing,tokyo-2020,470 Men,Men,GOLD,GameTeam,Australia,https://olympics.com/en/athletes/mathew-belcher,Mathew BELCHER,Australia,AU,AUS
Sailing,tokyo-2020,470 Men,Men,GOLD,GameTeam,Australia,https://olympics.com/en/athletes/will-ryan,Will RYAN,Australia,AU,AUS
Sailing,tokyo-2020,470 Men,Men,SILVER,GameTeam,Sweden,https://olympics.com/en/athletes/fredrik-bergstrom,Fredrik BERGSTROM,Sweden,SE,SWE
Sailing,tokyo-2020,470 Men,Men,SILVER,GameTeam,Sweden,https://olympics.com/en/athletes/anton-dahlberg,Anton DAHLBERG,Sweden,SE,SWE
Sailing,tokyo-2020,470 Men,Men,BRONZE,GameTeam,Spain,https://olympics.com/en/athletes/nicolas-rodriguez-garcia-paz,Nicolas RODRIGUEZ GARCIA-PAZ,Spain,ES,ESP
Sailing,tokyo-2020,470 Men,Men,BRONZE,GameTeam,Spain,https://olympics.com/en/athletes/jordi-xammar-hernandez,Jordi XAMMAR HERNANDEZ,Spain,ES,ESP
Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/caterina-banti,Caterina BANTI,Italy,IT,ITA
Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/ruggero-tita,Ruggero TITA,Italy,IT,ITA
Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,SILVER,GameTeam,Great Britain,https://olympics.com/en/athletes/anna-burnet,Anna BURNET,Great Britain,GB,GBR
Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,SILVER,GameTeam,Great Britain,https://olympics.com/en/athletes/john-gimson,John GIMSON,Great Britain,GB,GBR
Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/paul-kohlhoff,Paul KOHLHOFF,Germany,DE,GER
Sailing,tokyo-2020,Nacra 17 Mixed,Mixed,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/alica-stuhlemmer,Alica STUHLEMMER,Germany,DE,GER
Sailing,tokyo-2020,49er FX Women,Women,GOLD,GameTeam,Brazil,https://olympics.com/en/athletes/kahena-kunze,Kahena KUNZE,Brazil,BR,BRA
Sailing,tokyo-2020,49er FX Women,Women,GOLD,GameTeam,Brazil,https://olympics.com/en/athletes/martine-grael,Martine GRAEL,Brazil,BR,BRA
Sailing,tokyo-2020,49er FX Women,Women,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/susann-beucke,Susann BEUCKE,Germany,DE,GER
Sailing,tokyo-2020,49er FX Women,Women,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/tina-lutz,Tina LUTZ,Germany,DE,GER
Sailing,tokyo-2020,49er FX Women,Women,BRONZE,GameTeam,Netherlands,https://olympics.com/en/athletes/annemiek-bekkering,Annemiek BEKKERING,Netherlands,NL,NED
Sailing,tokyo-2020,49er FX Women,Women,BRONZE,GameTeam,Netherlands,https://olympics.com/en/athletes/annette-duetz,Annette DUETZ,Netherlands,NL,NED
Sailing,tokyo-2020,470 Women,Women,GOLD,GameTeam,Great Britain,https://olympics.com/en/athletes/eilidh-mcintyre,Eilidh MCINTYRE,Great Britain,GB,GBR
Sailing,tokyo-2020,470 Women,Women,GOLD,GameTeam,Great Britain,https://olympics.com/en/athletes/hannah-mills,Hannah MILLS,Great Britain,GB,GBR
Sailing,tokyo-2020,470 Women,Women,SILVER,GameTeam,Poland,https://olympics.com/en/athletes/agnieszka-skrzypulec,Agnieszka SKRZYPULEC,Poland,PL,POL
Sailing,tokyo-2020,470 Women,Women,SILVER,GameTeam,Poland,https://olympics.com/en/athletes/jolanta-ogar,Jolanta OGAR,Poland,PL,POL
Sailing,tokyo-2020,470 Women,Women,BRONZE,GameTeam,France,https://olympics.com/en/athletes/camille-lecointre,Camille LECOINTRE,France,FR,FRA
Sailing,tokyo-2020,470 Women,Women,BRONZE,GameTeam,France,https://olympics.com/en/athletes/aloise-retornaz,Aloise RETORNAZ,France,FR,FRA
Sailing,tokyo-2020,49er Men,Men,GOLD,GameTeam,Great Britain,https://olympics.com/en/athletes/stuart-bithell,Stuart BITHELL,Great Britain,GB,GBR
Sailing,tokyo-2020,49er Men,Men,GOLD,GameTeam,Great Britain,https://olympics.com/en/athletes/dylan-fletcher-scott,Dylan FLETCHER-SCOTT,Great Britain,GB,GBR
Sailing,tokyo-2020,49er Men,Men,SILVER,GameTeam,New Zealand,https://olympics.com/en/athletes/peter-burling,Peter BURLING,New Zealand,NZ,NZL
Sailing,tokyo-2020,49er Men,Men,SILVER,GameTeam,New Zealand,https://olympics.com/en/athletes/blair-tuke,Blair TUKE,New Zealand,NZ,NZL
Sailing,tokyo-2020,49er Men,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/erik-heil,Erik HEIL,Germany,DE,GER
Sailing,tokyo-2020,49er Men,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/thomas-ploessel,Thomas PLOESSEL,Germany,DE,GER
Rowing,tokyo-2020,Women's Double Sculls,Women,GOLD,GameTeam,Romania,https://olympics.com/en/athletes/ancuta-bodnar,Ancuta BODNAR,Romania,RO,ROU
Rowing,tokyo-2020,Women's Double Sculls,Women,GOLD,GameTeam,Romania,https://olympics.com/en/athletes/simona-radis,Simona RADIS,Romania,RO,ROU
Rowing,tokyo-2020,Women's Double Sculls,Women,SILVER,GameTeam,New Zealand,https://olympics.com/en/athletes/brooke-donoghue,Brooke DONOGHUE,New Zealand,NZ,NZL
Rowing,tokyo-2020,Women's Double Sculls,Women,SILVER,GameTeam,New Zealand,https://olympics.com/en/athletes/hannah-osborne,Hannah OSBORNE,New Zealand,NZ,NZL
Rowing,tokyo-2020,Women's Double Sculls,Women,BRONZE,GameTeam,Netherlands,https://olympics.com/en/athletes/roos-de-jong,Roos DE JONG,Netherlands,NL,NED
Rowing,tokyo-2020,Women's Double Sculls,Women,BRONZE,GameTeam,Netherlands,https://olympics.com/en/athletes/lisa-scheenaard,Lisa SCHEENAARD,Netherlands,NL,NED
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/valentina-rodini,Valentina RODINI,Italy,IT,ITA
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/federica-cesarini,Federica CESARINI,Italy,IT,ITA
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,SILVER,GameTeam,France,https://olympics.com/en/athletes/laura-tarantola,Laura TARANTOLA,France,FR,FRA
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,SILVER,GameTeam,France,https://olympics.com/en/athletes/claire-bove,Claire BOVE,France,FR,FRA
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,BRONZE,GameTeam,Netherlands,https://olympics.com/en/athletes/marieke-keijser,Marieke KEIJSER,Netherlands,NL,NED
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,BRONZE,GameTeam,Netherlands,https://olympics.com/en/athletes/ilse-paulis,Ilse PAULIS,Netherlands,NL,NED
Rowing,tokyo-2020,Men's Pair,Men,GOLD,GameTeam,Croatia,https://olympics.com/en/athletes/martin-sinkovic,Martin SINKOVIC,Croatia,HR,CRO
Rowing,tokyo-2020,Men's Pair,Men,GOLD,GameTeam,Croatia,https://olympics.com/en/athletes/valent-sinkovic,Valent SINKOVIC,Croatia,HR,CRO
Rowing,tokyo-2020,Men's Pair,Men,SILVER,GameTeam,Romania,https://olympics.com/en/athletes/marius-cozmiuc,Marius COZMIUC,Romania,RO,ROU
Rowing,tokyo-2020,Men's Pair,Men,SILVER,GameTeam,Romania,https://olympics.com/en/athletes/ciprian-tudosa,Ciprian TUDOSA,Romania,RO,ROU
Rowing,tokyo-2020,Men's Pair,Men,BRONZE,GameTeam,Denmark,https://olympics.com/en/athletes/frederic-vystavel,Frederic VYSTAVEL,Denmark,DK,DEN
Rowing,tokyo-2020,Men's Pair,Men,BRONZE,GameTeam,Denmark,https://olympics.com/en/athletes/joachim-sutton,Joachim SUTTON,Denmark,DK,DEN
Rowing,tokyo-2020,Women's Pair,Women,GOLD,GameTeam,New Zealand,https://olympics.com/en/athletes/grace-prendergast,Grace PRENDERGAST,New Zealand,NZ,NZL
Rowing,tokyo-2020,Women's Pair,Women,GOLD,GameTeam,New Zealand,https://olympics.com/en/athletes/kerri-gowler,Kerri GOWLER,New Zealand,NZ,NZL
Rowing,tokyo-2020,Women's Pair,Women,SILVER,GameTeam,ROC,https://olympics.com/en/athletes/vasilisa-stepanova,Vasilisa STEPANOVA,ROC,ROC,ROC
Rowing,tokyo-2020,Women's Pair,Women,SILVER,GameTeam,ROC,https://olympics.com/en/athletes/elena-oriabinskaia,Elena ORIABINSKAIA,ROC,ROC,ROC
Rowing,tokyo-2020,Women's Pair,Women,BRONZE,GameTeam,Canada,https://olympics.com/en/athletes/caileigh-filmer,Caileigh FILMER,Canada,CA,CAN
Rowing,tokyo-2020,Women's Pair,Women,BRONZE,GameTeam,Canada,https://olympics.com/en/athletes/hillary-janssens,Hillary JANSSENS,Canada,CA,CAN
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,GOLD,GameTeam,Ireland,https://olympics.com/en/athletes/fintan-mc-carthy,Fintan MC CARTHY,Ireland,IE,IRL
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,GOLD,GameTeam,Ireland,https://olympics.com/en/athletes/paul-odonovan,Paul ODONOVAN,Ireland,IE,IRL
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/jonathan-rommelmann,Jonathan ROMMELMANN,Germany,DE,GER
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/jason-osborne,Jason OSBORNE,Germany,DE,GER
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,BRONZE,GameTeam,Italy,https://olympics.com/en/athletes/stefano-oppo,Stefano OPPO,Italy,IT,ITA
Rowing,tokyo-2020,Lightweight Men's Double Sculls,Men,BRONZE,GameTeam,Italy,https://olympics.com/en/athletes/pietro-ruta,Pietro RUTA,Italy,IT,ITA
Rowing,tokyo-2020,Men's Double Sculls,Men,GOLD,GameTeam,France,https://olympics.com/en/athletes/hugo-boucheron,Hugo BOUCHERON,France,FR,FRA
Rowing,tokyo-2020,Men's Double Sculls,Men,GOLD,GameTeam,France,https://olympics.com/en/athletes/matthieu-androdias,Matthieu ANDRODIAS,France,FR,FRA
Rowing,tokyo-2020,Men's Double Sculls,Men,SILVER,GameTeam,Netherlands,https://olympics.com/en/athletes/melvin-twellaar,Melvin TWELLAAR,Netherlands,NL,NED
Rowing,tokyo-2020,Men's Double Sculls,Men,SILVER,GameTeam,Netherlands,https://olympics.com/en/athletes/stefan-broenink,Stefan BROENINK,Netherlands,NL,NED
Rowing,tokyo-2020,Men's Double Sculls,Men,BRONZE,GameTeam,People's Republic of China,https://olympics.com/en/athletes/zhiyu-liu,Zhiyu LIU,People's Republic of China,CN,CHN
Rowing,tokyo-2020,Men's Double Sculls,Men,BRONZE,GameTeam,People's Republic of China,https://olympics.com/en/athletes/liang-zhang-1,Liang ZHANG,People's Republic of China,CN,CHN
Beach Volleyball,tokyo-2020,Women,Women,GOLD,GameTeam,April/Alix,https://olympics.com/en/athletes/april-ross,April ROSS,United States of America,US,USA
Beach Volleyball,tokyo-2020,Women,Women,GOLD,GameTeam,April/Alix,https://olympics.com/en/athletes/alexandra-klineman,Alexandra KLINEMAN,United States of America,US,USA
Beach Volleyball,tokyo-2020,Women,Women,SILVER,GameTeam,Artacho Del Solar/Clancy,https://olympics.com/en/athletes/mariafe-artacho-del-solar,Mariafe ARTACHO DEL SOLAR,Australia,AU,AUS
Beach Volleyball,tokyo-2020,Women,Women,SILVER,GameTeam,Artacho Del Solar/Clancy,https://olympics.com/en/athletes/taliqua-clancy,Taliqua CLANCY,Australia,AU,AUS
Beach Volleyball,tokyo-2020,Women,Women,BRONZE,GameTeam,"Verge-Depre, A./Heidrich",https://olympics.com/en/athletes/anouk-verge-depre,Anouk VERGE-DEPRE,Switzerland,CH,SUI
Beach Volleyball,tokyo-2020,Women,Women,BRONZE,GameTeam,"Verge-Depre, A./Heidrich",https://olympics.com/en/athletes/joana-heidrich,Joana HEIDRICH,Switzerland,CH,SUI
Beach Volleyball,tokyo-2020,Men,Men,GOLD,GameTeam,Mol A./Sorum C.,https://olympics.com/en/athletes/anders-berntsen-mol,Anders Berntsen MOL,Norway,NO,NOR
Beach Volleyball,tokyo-2020,Men,Men,GOLD,GameTeam,Mol A./Sorum C.,https://olympics.com/en/athletes/christian-sandlie-sorum,Christian Sandlie SORUM,Norway,NO,NOR
Beach Volleyball,tokyo-2020,Men,Men,SILVER,GameTeam,Krasilnikov/Stoyanovskiy,https://olympics.com/en/athletes/viacheslav-krasilnikov,Viacheslav KRASILNIKOV,ROC,ROC,ROC
Beach Volleyball,tokyo-2020,Men,Men,SILVER,GameTeam,Krasilnikov/Stoyanovskiy,https://olympics.com/en/athletes/oleg-stoyanovskiy,Oleg STOYANOVSKIY,ROC,ROC,ROC
Beach Volleyball,tokyo-2020,Men,Men,BRONZE,GameTeam,Cherif/Ahmed,https://olympics.com/en/athletes/cherif-younousse,Cherif YOUNOUSSE,Qatar,QA,QAT
Beach Volleyball,tokyo-2020,Men,Men,BRONZE,GameTeam,Cherif/Ahmed,https://olympics.com/en/athletes/ahmed-tijan,Ahmed TIJAN,Qatar,QA,QAT
Curling,pyeongchang-2018,Mixed Doubles,Mixed,GOLD,GameTeam,Canada team,https://olympics.com/en/athletes/kaitlyn-lawes,Kaitlyn LAWES,Canada,CA,CAN
Curling,pyeongchang-2018,Mixed Doubles,Mixed,GOLD,GameTeam,Canada team,https://olympics.com/en/athletes/john-morris,John MORRIS,Canada,CA,CAN
Curling,pyeongchang-2018,Mixed Doubles,Mixed,SILVER,GameTeam,Switzerland team,https://olympics.com/en/athletes/perret,Jenny PERRET,Switzerland,CH,SUI
Curling,pyeongchang-2018,Mixed Doubles,Mixed,BRONZE,GameTeam,Norway team,https://olympics.com/en/athletes/kristin-skaslien,Kristin SKASLIEN,Norway,NO,NOR
Curling,pyeongchang-2018,Mixed Doubles,Mixed,BRONZE,GameTeam,Norway team,https://olympics.com/en/athletes/magnus-nedregotten,Magnus NEDREGOTTEN,Norway,NO,NOR
Figure skating,pyeongchang-2018,Ice Dance,Mixed,GOLD,GameTeam,Canada team #1,https://olympics.com/en/athletes/tessa-virtue,Tessa VIRTUE,Canada,CA,CAN
Figure skating,pyeongchang-2018,Ice Dance,Mixed,GOLD,GameTeam,Canada team #1,https://olympics.com/en/athletes/scott-moir,Scott MOIR,Canada,CA,CAN
Figure skating,pyeongchang-2018,Ice Dance,Mixed,SILVER,GameTeam,France team #1,https://olympics.com/en/athletes/gabriella-papadakis,Gabriella PAPADAKIS,France,FR,FRA
Figure skating,pyeongchang-2018,Ice Dance,Mixed,SILVER,GameTeam,France team #1,https://olympics.com/en/athletes/guillaume-cizeron,Guillaume CIZERON,France,FR,FRA
Figure skating,pyeongchang-2018,Ice Dance,Mixed,BRONZE,GameTeam,United States team #2,https://olympics.com/en/athletes/maia-shibutani,Maia SHIBUTANI,United States of America,US,USA
Figure skating,pyeongchang-2018,Ice Dance,Mixed,BRONZE,GameTeam,United States team #2,https://olympics.com/en/athletes/alex-shibutani,Alex SHIBUTANI,United States of America,US,USA
Figure skating,pyeongchang-2018,Pair Skating,Mixed,GOLD,GameTeam,Germany team #1,https://olympics.com/en/athletes/aliona-savchenko,Aljona SAVCHENKO,Germany,DE,GER
Figure skating,pyeongchang-2018,Pair Skating,Mixed,GOLD,GameTeam,Germany team #1,https://olympics.com/en/athletes/massot,Bruno MASSOT,Germany,DE,GER
Figure skating,pyeongchang-2018,Pair Skating,Mixed,SILVER,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/wenjing-sui,Wenjing SUI,People's Republic of China,CN,CHN
Figure skating,pyeongchang-2018,Pair Skating,Mixed,SILVER,GameTeam,People's Republic of China team #1,https://olympics.com/en/athletes/cong-han,Cong HAN,People's Republic of China,CN,CHN
