converted_country_name,discipline_title,medal_type,medal_count
Belgium,Hockey,SILVER,1
United Kingdom,Equestrian,BRONZE,1
Mexico,Equestrian Jumping,GOLD,1
Belgium,Judo,SILVER,1
Belgium,Rowing,BRONZE,1
United Kingdom,Equestrian Dressage,BRONZE,1
United Kingdom,Equestrian,SILVER,1
United Kingdom,Equestrian,GOLD,1
Latvia,Gymnastics Artistic,GOLD,1
Belarus,Judo,GOLD,1
Austria,Cycling Road,GOLD,1
United States,Beach Volleyball,BRONZE,1
Austria,Shooting,GOLD,1
United States,Curling,GOLD,1
MIX,Tennis,SILVER,1
United States,Cross Country Skiing,BRONZE,1
Austria,Skeleton,SILVER,1
MIX,Tug of War,BRONZE,1
Austria,Speed skating,GOLD,1
MIX,Tug of War,SILVER,1
United States,Canoe Marathon,SILVER,1
Austria,Sport Climbing,BRONZE,1
Austria,Swimming,GOLD,1
Austria,Triathlon,GOLD,1
MIX,Water Polo,BRONZE,1
United States,Bobsleigh,GOLD,1
United States,Beach Volleyball,SILVER,1
United States,Cycling BMX,GOLD,1
Austria,Sailing,GOLD,1
United States,Cycling BMX Freestyle,SILVER,1
Austria,Freestyle Skiing,SILVER,1
MIX,Rowing,GOLD,1
Austria,Cycling Track,GOLD,1
Austria,Equestrian Dressage,BRONZE,1
Austria,Equestrian Dressage,GOLD,1
Austria,Fencing,GOLD,1
United States,Equestrian Dressage,BRONZE,1
Austria,Gymnastics Artistic,GOLD,1
Austria,Rowing,SILVER,1
Austria,Gymnastics Artistic,SILVER,1
MIX,Rugby,GOLD,1
MIX,Sailing,GOLD,1
Austria,Karate,BRONZE,1
MIX,Tennis,GOLD,1
Austria,Rowing,BRONZE,1
United States,Beach Volleyball,GOLD,1
MIX,Water Polo,GOLD,1
Belarus,Judo,BRONZE,1
Azerbaijan,Boxing,SILVER,1
United Kingdom,Tug of War,GOLD,1
United Kingdom,Tug of War,BRONZE,1
Malaysia,Diving,SILVER,1
Mauritius,Boxing,BRONZE,1
Barbados,Athletics,BRONZE,1
United Kingdom,Trampoline Gymnastics,BRONZE,1
United Kingdom,Trampoline,SILVER,1
Mexico,Archery,BRONZE,1
Belarus,Canoe Sprint,BRONZE,1
Mexico,Archery,SILVER,1
Belarus,Cycling Track,BRONZE,1
Latvia,Luge,SILVER,1
Latvia,Judo,BRONZE,1
Belarus,Gymnastics Rhythmic,BRONZE,1
Latvia,Gymnastics Artistic,SILVER,1
United Kingdom,Tug of War,SILVER,1
United Kingdom,Water Motorsports,GOLD,1
Bahamas,Sailing,GOLD,1
Malaysia,Cycling Track,BRONZE,1
Azerbaijan,Canoe Sprint,BRONZE,1
United States,Artistic Gymnastics,SILVER,1
Azerbaijan,Canoe Sprint,SILVER,1
Latvia,Shooting,SILVER,1
Azerbaijan,Judo,GOLD,1
Latvia,Modern Pentathlon,SILVER,1
Malaysia,Cycling Track,SILVER,1
United Kingdom,Weightlifting,GOLD,1
Azerbaijan,Shooting,GOLD,1
Malaysia,Diving,BRONZE,1
Azerbaijan,Taekwondo,GOLD,1
Azerbaijan,Weightlifting,BRONZE,1
Bahamas,Athletics,SILVER,1
Bahamas,Sailing,BRONZE,1
United Kingdom,Curling,GOLD,1
Sweden,Freestyle Skiing,SILVER,1
Sweden,Gymnastics Artistic,SILVER,1
Romania,Rowing,SILVER,1
Romania,Rowing,BRONZE,1
Greece,Cycling Road,GOLD,1
Romania,Judo,GOLD,1
New Zealand,Rugby,SILVER,1
Romania,Gymnastics Rhythmic,SILVER,1
New Zealand,Rugby Sevens,SILVER,1
Greece,Fencing,SILVER,1
Japan,Alpine Skiing,SILVER,1
Greece,Judo,BRONZE,1
Greece,Judo,GOLD,1
Greece,Marathon Swimming,SILVER,1
Romania,Equestrian Jumping,SILVER,1
Greece,Rowing,GOLD,1
Greece,Rowing,SILVER,1
Greece,Sailing,BRONZE,1
Greece,Artistic Gymnastics,BRONZE,1
Ghana,Football,BRONZE,1
Sweden,Gymnastics Artistic,GOLD,1
Ghana,Boxing,SILVER,1
Germany,Rugby,SILVER,1
Germany,Skeleton,BRONZE,1
Russia,Archery,GOLD,1
New Zealand,Golf,SILVER,1
Russia,Alpine Skiing,SILVER,1
Russia,Alpine Skiing,BRONZE,1
Germany,Snowboard,GOLD,1
Germany,Taekwondo,BRONZE,1
Germany,Taekwondo,SILVER,1
Germany,Tennis,BRONZE,1
Romania,Tennis,SILVER,1
Germany,Trampoline,BRONZE,1
Germany,Trampoline,GOLD,1
Germany,Triathlon,GOLD,1
Germany,Triathlon,SILVER,1
Romania,Canoe Marathon,GOLD,1
Jamaica,Cycling Track,BRONZE,1
Romania,Boxing,GOLD,1
New Zealand,Sailing,SILVER,1
Portugal,Shooting,SILVER,1
Greece,Wrestling,GOLD,1
Grenada,Athletics,BRONZE,1
Grenada,Athletics,GOLD,1
Portugal,Cycling Road,SILVER,1
Portugal,Canoe Sprint,SILVER,1
Portugal,Canoe Sprint,BRONZE,1
Grenada,Athletics,SILVER,1
Guatemala,Athletics,SILVER,1
Guyana,Boxing,BRONZE,1
Haiti,Athletics,SILVER,1
Haiti,Shooting,BRONZE,1
New Zealand,Shooting,SILVER,1
Hong Kong,Fencing,GOLD,1
Hong Kong,Karate,BRONZE,1
Portugal,Triathlon,SILVER,1
Puerto Rico,Athletics,BRONZE,1
Puerto Rico,Athletics,GOLD,1
Qatar,Shooting,BRONZE,1
Romania,Bobsleigh,BRONZE,1
Greece,Swimming,GOLD,1
Greece,Taekwondo,GOLD,1
Greece,Tennis,BRONZE,1
Qatar,Weightlifting,GOLD,1
Qatar,Weightlifting,BRONZE,1
Qatar,Beach Volleyball,BRONZE,1
Greece,Water Polo,SILVER,1
New Zealand,Shooting,BRONZE,1
Qatar,Athletics,GOLD,1
Qatar,Athletics,BRONZE,1
Puerto Rico,Wrestling,SILVER,1
Puerto Rico,Tennis,GOLD,1
Puerto Rico,Boxing,SILVER,1
New Zealand,Golf,BRONZE,1
Germany,Modern Pentathlon,BRONZE,1
Germany,Marathon Swimming,SILVER,1
Japan,Badminton,SILVER,1
Russia,Marathon Swimming,GOLD,1
New Zealand,Canoe Sprint,SILVER,1
Russia,Luge,GOLD,1
France,Equestrian Jumping,SILVER,1
New Zealand,Cycling BMX,SILVER,1
Japan,Canoe Slalom,BRONZE,1
France,Football,SILVER,1
Russia,Ice Hockey,GOLD,1
France,Handball,GOLD,1
France,Karate,GOLD,1
France,Marathon Swimming,BRONZE,1
France,Modern Pentathlon,SILVER,1
New Zealand,Cycling Track,GOLD,1
France,Nordic Combined,SILVER,1
Russia,Freestyle Skiing,SILVER,1
Japan,Curling,BRONZE,1
France,Equestrian Eventing,BRONZE,1
France,Equestrian Dressage,GOLD,1
France,Cycling BMX,GOLD,1
New Zealand,Boxing,GOLD,1
New Zealand,Boxing,SILVER,1
Russia,Short Track,BRONZE,1
New Zealand,Canoe Slalom,SILVER,1
France,Cross Country Skiing,BRONZE,1
France,Cross Country Skiing,SILVER,1
France,Cycling BMX,SILVER,1
Japan,Curling,SILVER,1
France,Cycling Mountain Bike,BRONZE,1
France,Cycling Mountain Bike,SILVER,1
France,Diving,SILVER,1
France,Equestrian  Vaulting,SILVER,1
Russia,Rhythmic Gymnastics,SILVER,1
Russia,Nordic Combined,SILVER,1
France,Rowing,BRONZE,1
France,Ski Jumping,BRONZE,1
Germany,Marathon Swimming,GOLD,1
France,Table Tennis,BRONZE,1
Germany,Cycling Mountain Bike,GOLD,1
Germany,Cycling Mountain Bike,SILVER,1
New Zealand,Equestrian Eventing,SILVER,1
Germany,Equestrian,SILVER,1
New Zealand,Freestyle Skiing,BRONZE,1
Russia,Canoe Marathon,BRONZE,1
New Zealand,Freestyle Skiing,GOLD,1
Germany,Freestyle Skiing,BRONZE,1
Germany,Freestyle Skiing,SILVER,1
Russia,Bobsleigh,SILVER,1
Russia,Bobsleigh,BRONZE,1
Germany,Gymnastics Rhythmic,BRONZE,1
Germany,Hockey,SILVER,1
Germany,Marathon Swimming,BRONZE,1
Russia,Beach Volleyball,SILVER,1
Russia,Cycling Mountain Bike,BRONZE,1
Germany,Cycling Mountain Bike,BRONZE,1
Germany,Cross Country Skiing,GOLD,1
Gabon,Taekwondo,SILVER,1
France,Table Tennis,SILVER,1
France,Water Motorsports,GOLD,1
France,Water Polo,BRONZE,1
Russia,Equestrian Jumping,SILVER,1
Russia,Equestrian Eventing,SILVER,1
Russia,Equestrian Eventing,BRONZE,1
Georgia,Boxing,BRONZE,1
Russia,Cycling Road,SILVER,1
Georgia,Shooting,BRONZE,1
Georgia,Weightlifting,SILVER,1
Germany,Archery,SILVER,1
Germany,Artistic Gymnastics,SILVER,1
Germany,Bobsleigh,BRONZE,1
Germany,Canoe Marathon,BRONZE,1
Hong Kong,Sailing,GOLD,1
New Zealand,Snowboard,BRONZE,1
Poland,Swimming,GOLD,1
Norway,Canoe Marathon,BRONZE,1
Israel,Taekwondo,BRONZE,1
Norway,Figure skating,SILVER,1
Italy,Archery,GOLD,1
Norway,Figure skating,BRONZE,1
Norway,Fencing,SILVER,1
Norway,Cycling Track,GOLD,1
Italy,Archery,SILVER,1
Norway,Cycling Mountain Bike,GOLD,1
Norway,Curling,SILVER,1
Norway,Curling,BRONZE,1
Italy,Artistic Gymnastics,SILVER,1
Italy,Beach Volleyball,SILVER,1
Italy,Biathlon,SILVER,1
Italy,Bobsleigh,BRONZE,1
Italy,Bobsleigh,GOLD,1
Israel,Sailing,GOLD,1
Niger,Taekwondo,SILVER,1
Israel,Rhythmic Gymnastics,GOLD,1
Ireland,Rowing,BRONZE,1
Norway,Snowboard,BRONZE,1
Iran,Taekwondo,SILVER,1
Iraq,Weightlifting,BRONZE,1
Ireland,Athletics,BRONZE,1
Niger,Boxing,BRONZE,1
Ireland,Equestrian Jumping,BRONZE,1
Ireland,Rowing,GOLD,1
Israel,Judo,SILVER,1
Ireland,Rowing,SILVER,1
Ireland,Sailing,SILVER,1
Norway,Rowing,SILVER,1
Ireland,Swimming,BRONZE,1
Israel,Artistic Gymnastics,GOLD,1
Israel,Canoe Sprint,BRONZE,1
Norway,Canoe Sprint,BRONZE,1
Italy,Canoe Slalom,BRONZE,1
Iran,Shooting,GOLD,1
Norway,Boxing,GOLD,1
North Korea,Volleyball,BRONZE,1
North Korea,Table Tennis,SILVER,1
Italy,Modern Pentathlon,SILVER,1
North Korea,Speed skating,SILVER,1
North Korea,Short Track Speed Skating,BRONZE,1
North Korea,Shooting,GOLD,1
Italy,Nordic Combined,BRONZE,1
Italy,Rowing,BRONZE,1
Italy,Short Track,BRONZE,1
Italy,Short Track,GOLD,1
Italy,Short Track,SILVER,1
Italy,Short Track Speed Skating,GOLD,1
Italy,Skeleton,GOLD,1
Nigeria,Taekwondo,BRONZE,1
Nigeria,Wrestling,SILVER,1
Italy,Modern Pentathlon,GOLD,1
Nigeria,Football,BRONZE,1
Italy,Marathon Swimming,SILVER,1
Italy,Speed skating,GOLD,1
Italy,Taekwondo,BRONZE,1
Italy,Canoe Sprint,BRONZE,1
Italy,Speed skating,SILVER,1
Italy,Curling,GOLD,1
Norway,Beach Volleyball,GOLD,1
Italy,Cycling Mountain Bike,BRONZE,1
Italy,Equestrian Eventing,BRONZE,1
Italy,Snowboard,GOLD,1
Italy,Equestrian Eventing,SILVER,1
Italy,Figure skating,BRONZE,1
North Macedonia,Wrestling,BRONZE,1
North Macedonia,Taekwondo,SILVER,1
Italy,Karate,BRONZE,1
Italy,Karate,GOLD,1
New Zealand,Triathlon,SILVER,1
Iran,Karate,GOLD,1
Hong Kong,Table Tennis,BRONZE,1
Iceland,Judo,BRONZE,1
Hungary,Short Track,GOLD,1
Poland,Gymnastics Artistic,SILVER,1
Poland,Gymnastics Artistic,GOLD,1
Poland,Gymnastics Artistic,BRONZE,1
Italy,Tennis,BRONZE,1
Hungary,Short Track Speed Skating,GOLD,1
Hungary,Tennis,BRONZE,1
Poland,Equestrian Jumping,GOLD,1
Poland,Equestrian Jumping,BRONZE,1
Poland,Cycling Track,BRONZE,1
Poland,Cycling Road,SILVER,1
Italy,Taekwondo,SILVER,1
Iceland,Athletics,BRONZE,1
Poland,Cross Country Skiing,SILVER,1
Iceland,Athletics,SILVER,1
Hungary,Sailing,SILVER,1
Hungary,Rowing,BRONZE,1
Poland,Modern Pentathlon,BRONZE,1
Hungary,Figure skating,BRONZE,1
Hong Kong,Table Tennis,SILVER,1
Poland,Speed skating,GOLD,1
Poland,Speed skating,BRONZE,1
New Zealand,Snowboard,GOLD,1
New Zealand,Snowboard,SILVER,1
Hungary,Equestrian Jumping,BRONZE,1
Hungary,Figure skating,SILVER,1
Hungary,Marathon Swimming,SILVER,1
Hungary,Judo,GOLD,1
Poland,Sailing,GOLD,1
Hungary,Karate,BRONZE,1
Poland,Rowing,GOLD,1
Hungary,Marathon Swimming,GOLD,1
Poland,Nordic Combined,BRONZE,1
Iceland,Handball,SILVER,1
Independent Olympic Athletes,Shooting,GOLD,1
Iran,Athletics,SILVER,1
Poland,Canoe Slalom,SILVER,1
India,Tennis,BRONZE,1
Pakistan,Wrestling,BRONZE,1
Pakistan,Hockey,SILVER,1
Pakistan,Hockey,GOLD,1
Pakistan,Hockey,BRONZE,1
Pakistan,Boxing,BRONZE,1
India,Weightlifting,BRONZE,1
India,Weightlifting,SILVER,1
New Zealand,Triathlon,GOLD,1
Norway,Weightlifting,GOLD,1
Norway,Triathlon,GOLD,1
Norway,Tennis,BRONZE,1
Indonesia,Archery,SILVER,1
Norway,Swimming,SILVER,1
Norway,Swimming,BRONZE,1
Panama,Athletics,GOLD,1
Paraguay,Football,SILVER,1
Peru,Shooting,GOLD,1
New Zealand,Trampoline Gymnastics,BRONZE,1
Independent Olympic Athletes,Shooting,SILVER,1
India,Athletics,GOLD,1
New Zealand,Swimming,SILVER,1
Poland,Biathlon,SILVER,1
New Zealand,Tennis,BRONZE,1
India,Badminton,SILVER,1
Poland,Archery,SILVER,1
Peru,Volleyball,SILVER,1
Philippines,Weightlifting,SILVER,1
Philippines,Weightlifting,GOLD,1
India,Hockey,GOLD,1
India,Hockey,SILVER,1
India,Shooting,BRONZE,1
India,Shooting,GOLD,1
Japan,Cycling Track,SILVER,1
Finland,Weightlifting,GOLD,1
Russia,Skeleton,GOLD,1
Spain,Artistic Gymnastics,SILVER,1
Spain,Cycling Mountain Bike,SILVER,1
Czechia,Diving,SILVER,1
Czechia,Equestrian Jumping,GOLD,1
Czechia,Figure skating,GOLD,1
Czechia,Figure skating,SILVER,1
Spain,Canoe Slalom,SILVER,1
Spain,Canoe Slalom,GOLD,1
Spain,Canoe Slalom,BRONZE,1
Czechia,Football,GOLD,1
Czechia,Freestyle Skiing,GOLD,1
Spain,Basketball,SILVER,1
Spain,Basketball,BRONZE,1
Spain,Badminton,GOLD,1
Czechia,Ice Hockey,BRONZE,1
Lebanon,Wrestling,SILVER,1
Czechia,Diving,GOLD,1
Spain,Cycling Road,SILVER,1
Czechia,Cycling Track,SILVER,1
Spain,Gymnastics Rhythmic,SILVER,1
Spain,Karate,SILVER,1
Spain,Karate,GOLD,1
Spain,Judo,SILVER,1
Japan,Tennis,BRONZE,1
Czechia,Cross Country Skiing,GOLD,1
Spain,Handball,BRONZE,1
Spain,Gymnastics Artistic,SILVER,1
Japan,Taekwondo,BRONZE,1
Czechia,Cycling Mountain Bike,GOLD,1
Spain,Gymnastics Artistic,BRONZE,1
Spain,Figure skating,BRONZE,1
Spain,Fencing,BRONZE,1
Spain,Equestrian Dressage,BRONZE,1
Czechia,Cycling Mountain Bike,SILVER,1
Czechia,Judo,BRONZE,1
Spain,Alpine Skiing,GOLD,1
Czechia,Canoe Slalom,BRONZE,1
Spain,Alpine Skiing,BRONZE,1
Denmark,Badminton,SILVER,1
Denmark,Boxing,GOLD,1
Netherlands,Rowing,SILVER,1
South Korea,Short Track,SILVER,1
Denmark,Cycling Road,GOLD,1
Japan,Snowboard,GOLD,1
Denmark,Diving,BRONZE,1
Denmark,Diving,GOLD,1
South Korea,Shooting,BRONZE,1
South Korea,Modern Pentathlon,BRONZE,1
Japan,Skateboarding,SILVER,1
Denmark,Equestrian Eventing,BRONZE,1
Denmark,Equestrian Eventing,SILVER,1
Denmark,Fencing,GOLD,1
South Korea,Gymnastics Artistic,GOLD,1
South Korea,Skeleton,GOLD,1
South Korea,Snowboard,SILVER,1
Japan,Sport Climbing,BRONZE,1
Japan,Surfing,SILVER,1
Japan,Table Tennis,GOLD,1
Czechia,Modern Pentathlon,GOLD,1
Czechia,Rowing,BRONZE,1
Czechia,Rowing,GOLD,1
Czechia,Sailing,SILVER,1
Czechia,Ski Jumping,GOLD,1
Czechia,Snowboard,BRONZE,1
Czechia,Wrestling,GOLD,1
South Korea,Table Tennis,SILVER,1
Japan,Surfing,BRONZE,1
Netherlands,Marathon Swimming,SILVER,1
Czechia,Triathlon,BRONZE,1
South Korea,Swimming,GOLD,1
Japan,Sport Climbing,SILVER,1
Netherlands,Figure skating,GOLD,1
Czechia,Canoe Marathon,GOLD,1
South Korea,Golf,GOLD,1
Sweden,Canoe Sprint,BRONZE,1
Netherlands,Equestrian,BRONZE,1
Sweden,Equestrian,SILVER,1
Croatia,Rowing,SILVER,1
Netherlands,Equestrian Dressage,BRONZE,1
Croatia,Shooting,BRONZE,1
Jordan,Taekwondo,GOLD,1
Croatia,Swimming,SILVER,1
Croatia,Taekwondo,GOLD,1
Sweden,Cycling Mountain Bike,GOLD,1
Sweden,Curling,GOLD,1
Croatia,Tennis,BRONZE,1
Croatia,Tennis,GOLD,1
Croatia,Tennis,SILVER,1
Croatia,Water Polo,SILVER,1
Croatia,Weightlifting,BRONZE,1
Croatia,Rowing,BRONZE,1
Croatia,Handball,BRONZE,1
Croatia,Gymnastics Artistic,SILVER,1
Cote d'Ivoire,Taekwondo,GOLD,1
Sweden,Gymnastics Artistic,BRONZE,1
Sweden,Golf,SILVER,1
Nigeria,Weightlifting,SILVER,1
Costa Rica,Swimming,SILVER,1
Cote d'Ivoire,Athletics,SILVER,1
Jordan,Taekwondo,SILVER,1
Croatia,Artistic Gymnastics,SILVER,1
Croatia,Boxing,BRONZE,1
Sweden,Fencing,SILVER,1
Sweden,Fencing,GOLD,1
Sweden,Fencing,BRONZE,1
Croatia,Athletics,BRONZE,1
Croatia,Athletics,SILVER,1
Croatia,Biathlon,BRONZE,1
Croatia,Weightlifting,GOLD,1
Cuba,Baseball,GOLD,1
Spain,Shooting,BRONZE,1
Cuba,Baseball,SILVER,1
Spain,Triathlon,SILVER,1
Cuba,Volleyball,BRONZE,1
Netherlands,Equestrian Eventing,SILVER,1
Cuba,Weightlifting,SILVER,1
Cyprus,Sailing,SILVER,1
Spain,Taekwondo,GOLD,1
Spain,Taekwondo,BRONZE,1
Netherlands,Equestrian Jumping,GOLD,1
Czechia,Alpine Skiing,GOLD,1
Japan,Tennis,SILVER,1
Spain,Sport Climbing,GOLD,1
Spain,Snowboard,SILVER,1
Spain,Snowboard,BRONZE,1
Netherlands,Fencing,BRONZE,1
Spain,Shooting,GOLD,1
Spain,Weightlifting,BRONZE,1
Spain,Weightlifting,GOLD,1
Spain,Weightlifting,SILVER,1
Cuba,Shooting,GOLD,1
Cuba,Canoe Sprint,GOLD,1
Cuba,Canoe Sprint,SILVER,1
Cuba,Cycling Track,SILVER,1
Cuba,Fencing,BRONZE,1
Jordan,Karate,BRONZE,1
Cuba,Sailing,SILVER,1
Cuba,Shooting,SILVER,1
Spain,Wrestling,BRONZE,1
Cuba,Swimming,BRONZE,1
Cuba,Swimming,SILVER,1
Cuba,Taekwondo,GOLD,1
Suriname,Swimming,GOLD,1
Suriname,Swimming,BRONZE,1
Sudan,Athletics,SILVER,1
Japan,Skateboarding,BRONZE,1
South Korea,Football,BRONZE,1
Russia,Skeleton,SILVER,1
Serbia,Basketball,SILVER,1
Serbia and Montenegro,Volleyball,GOLD,1
Fiji,Rugby,GOLD,1
Serbia and Montenegro,Shooting,GOLD,1
Serbia and Montenegro,Shooting,BRONZE,1
Serbia,Wrestling,GOLD,1
Serbia,Wrestling,BRONZE,1
Fiji,Rugby Sevens,BRONZE,1
Serbia,Volleyball,BRONZE,1
Serbia,Tennis,BRONZE,1
Serbia,Taekwondo,SILVER,1
Fiji,Rugby Sevens,GOLD,1
Serbia,Taekwondo,BRONZE,1
Serbia,Swimming,SILVER,1
Finland,Alpine Skiing,SILVER,1
Japan,Nordic Combined,BRONZE,1
Serbia and Montenegro,Water Polo,BRONZE,1
Serbia and Montenegro,Water Polo,SILVER,1
Singapore,Swimming,GOLD,1
Netherlands,Snowboard,GOLD,1
Slovakia,Judo,SILVER,1
Slovakia,Ice Hockey,BRONZE,1
Slovakia,Golf,SILVER,1
Estonia,Fencing,GOLD,1
Estonia,Freestyle Skiing,BRONZE,1
Estonia,Rowing,BRONZE,1
Estonia,Sailing,BRONZE,1
Japan,Shooting,GOLD,1
Estonia,Weightlifting,GOLD,1
Slovakia,Biathlon,BRONZE,1
Slovakia,Athletics,GOLD,1
Slovakia,Alpine Skiing,GOLD,1
Singapore,Weightlifting,SILVER,1
Singapore,Table Tennis,SILVER,1
Serbia,Karate,GOLD,1
Serbia,Basketball,BRONZE,1
Slovakia,Shooting,GOLD,1
Serbia,Athletics,BRONZE,1
Russia,Tennis,BRONZE,1
Japan,Freestyle Skiing,GOLD,1
Netherlands Antilles,Sailing,SILVER,1
Finland,Ice Hockey,GOLD,1
Finland,Modern Pentathlon,BRONZE,1
Finland,Modern Pentathlon,SILVER,1
Finland,Nordic Combined,BRONZE,1
Finland,Sailing,GOLD,1
New Zealand,Alpine Skiing,SILVER,1
Japan,Fencing,SILVER,1
Japan,Fencing,GOLD,1
Finland,Swimming,SILVER,1
Japan,Equestrian Jumping,GOLD,1
Russia,Ski Jumping,SILVER,1
Russia,Ski Jumping,GOLD,1
Finland,Freestyle Skiing,GOLD,1
Finland,Freestyle Skiing,BRONZE,1
Finland,Canoe Sprint,SILVER,1
San Marino,Shooting,BRONZE,1
Senegal,Athletics,SILVER,1
Saudi Arabia,Karate,SILVER,1
Finland,Archery,GOLD,1
Saudi Arabia,Athletics,SILVER,1
San Marino,Wrestling,BRONZE,1
San Marino,Shooting,SILVER,1
Samoa,Weightlifting,SILVER,1
Japan,Golf,SILVER,1
Japan,Karate,SILVER,1
Japan,Karate,GOLD,1
Japan,Karate,BRONZE,1
Finland,Boxing,SILVER,1
Finland,Canoe Marathon,SILVER,1
Finland,Canoe Sprint,BRONZE,1
Estonia,Fencing,BRONZE,1
Estonia,Cycling Track,GOLD,1
South Korea,Figure skating,SILVER,1
Ecuador,Athletics,GOLD,1
South Africa,Triathlon,BRONZE,1
South Africa,Tennis,SILVER,1
Dominican Republic,Boxing,BRONZE,1
South Africa,Tennis,BRONZE,1
Dominican Republic,Boxing,GOLD,1
Dominican Republic,Taekwondo,BRONZE,1
Dominican Republic,Taekwondo,SILVER,1
South Africa,Surfing,SILVER,1
South Africa,Rugby,BRONZE,1
South Africa,Rowing,SILVER,1
South Africa,Rowing,GOLD,1
Dominican Republic,Weightlifting,BRONZE,1
South Africa,Cycling Road,SILVER,1
South Africa,Cycling Road,GOLD,1
South Africa,Canoe Sprint,BRONZE,1
Dominican Republic,Baseball/Softball,BRONZE,1
Japan,Short Track Speed Skating,BRONZE,1
Djibouti,Athletics,BRONZE,1
Netherlands,Short Track,GOLD,1
South Korea,Figure skating,GOLD,1
South Korea,Fencing,SILVER,1
Denmark,Handball,GOLD,1
Denmark,Handball,SILVER,1
Denmark,Rowing,GOLD,1
Netherlands,Shooting,SILVER,1
South Korea,Bobsleigh,SILVER,1
South Korea,Artistic Gymnastics,BRONZE,1
Denmark,Tennis,SILVER,1
Denmark,Weightlifting,GOLD,1
Japan,Short Track Speed Skating,GOLD,1
South Korea,Athletics,SILVER,1
South Korea,Athletics,GOLD,1
South Korea,Artistic Gymnastics,GOLD,1
Dominican Republic,Weightlifting,SILVER,1
Ecuador,Athletics,SILVER,1
Slovakia,Snowboard,SILVER,1
Ecuador,Cycling Road,GOLD,1
Egypt,Modern Pentathlon,SILVER,1
Slovenia,Cycling Road,GOLD,1
Slovenia,Cycling Road,BRONZE,1
Eritrea,Athletics,BRONZE,1
Slovenia,Canoe Slalom,GOLD,1
Slovenia,Biathlon,SILVER,1
Slovenia,Biathlon,BRONZE,1
Netherlands,Short Track Speed Skating,SILVER,1
Slovenia,Athletics,GOLD,1
Slovenia,Athletics,BRONZE,1
Estonia,Athletics,SILVER,1
Estonia,Boxing,SILVER,1
Estonia,Cross Country Skiing,BRONZE,1
Slovakia,Wrestling,SILVER,1
Netherlands,Skeleton,BRONZE,1
Egypt,Karate,GOLD,1
Slovenia,Judo,SILVER,1
Slovenia,Rowing,BRONZE,1
Egypt,Diving,SILVER,1
Ecuador,Weightlifting,GOLD,1
Ecuador,Weightlifting,SILVER,1
Slovenia,Swimming,SILVER,1
Slovenia,Sport Climbing,GOLD,1
Egypt,Boxing,SILVER,1
Egypt,Diving,BRONZE,1
Egypt,Fencing,SILVER,1
Slovenia,Rowing,GOLD,1
Egypt,Judo,BRONZE,1
Slovenia,Shooting,GOLD,1
Egypt,Judo,SILVER,1
Egypt,Karate,BRONZE,1
Slovenia,Sailing,BRONZE,1
Slovenia,Rowing,SILVER,1
Czechia,Ice Hockey,GOLD,1
